id_detalle,id_operacion,id_producto,cantidad_producto
312,27,56,50
313,27,26,7
314,27,100,11
315,27,201,24
316,27,205,36
317,27,264,40
318,27,272,1
319,27,227,16
320,27,35,46
321,27,5,31
322,27,217,15
323,27,39,28
324,27,247,16
325,27,161,7
326,27,3,3
327,27,145,18
328,28,241,26
329,28,157,38
330,28,156,43
331,28,109,46
332,28,110,33
333,28,39,3
334,28,35,36
335,28,56,10
336,28,81,39
337,28,132,33
338,28,232,35
339,28,40,16
340,28,278,35
341,28,204,21
342,28,231,4
343,28,59,25
344,28,212,11
345,29,56,9
346,29,112,22
347,29,35,48
348,29,277,29
349,30,81,6
350,30,199,39
351,30,252,28
352,30,56,24
353,30,35,50
354,30,276,47
355,30,122,11
356,30,24,17
357,30,236,19
358,30,102,7
359,30,133,3
360,30,40,7
361,31,235,9
362,31,234,38
363,31,258,6
364,31,15,3
365,31,30,41
366,31,216,5
367,31,212,38
368,31,158,8
369,31,31,7
370,31,38,49
371,31,18,46
372,31,73,1
373,31,3,45
374,31,273,21
375,32,7,47
376,32,48,30
377,32,234,33
378,32,195,32
379,32,114,21
380,32,65,45
381,33,272,46
382,33,108,49
383,33,172,16
384,33,163,24
385,33,182,2
386,33,143,13
387,33,121,24
388,33,135,3
389,33,83,40
390,33,196,44
391,33,177,44
392,33,3,38
393,33,165,8
394,33,100,10
395,33,82,21
396,33,173,22
397,33,115,42
398,33,160,42
399,33,234,3
400,33,7,36
401,34,71,37
402,34,231,48
403,34,266,22
404,34,223,44
405,34,234,27
406,34,78,3
407,34,77,2
408,34,229,18
409,34,12,47
410,34,107,43
411,34,237,17
412,34,87,30
413,34,279,24
414,34,177,9
415,34,88,45
416,34,136,10
417,34,185,30
418,34,116,3
419,34,176,41
420,35,46,35
421,35,123,33
422,35,49,37
423,35,230,1
424,35,107,33
425,35,94,15
426,35,183,44
427,35,89,29
428,35,192,32
429,35,12,36
430,35,121,43
431,35,86,27
432,35,138,43
433,35,200,39
434,35,268,3
435,35,67,48
436,35,180,22
437,35,134,46
438,35,244,31
439,35,79,47
440,36,227,28
441,36,89,33
442,36,176,7
443,36,201,10
444,36,18,1
445,37,29,27
446,37,69,41
447,37,58,17
448,37,154,45
449,37,263,25
450,37,13,15
451,37,186,23
452,37,133,20
453,37,137,49
454,37,277,45
455,37,108,49
456,37,210,49
457,37,144,12
458,37,128,44
459,38,186,21
460,38,34,50
461,38,103,23
462,38,137,49
463,38,63,15
464,39,33,36
465,39,17,31
466,39,1,23
467,39,110,5
468,39,192,42
469,39,193,15
470,39,226,22
471,40,241,38
472,40,61,35
473,40,45,23
474,40,225,1
475,40,192,47
476,40,79,17
477,40,266,47
478,40,110,47
479,40,33,17
480,40,62,13
481,41,241,47
482,41,23,17
483,41,264,7
484,41,72,30
485,41,149,27
486,42,23,33
487,42,9,44
488,42,99,47
489,42,244,42
490,42,262,9
491,42,241,5
492,42,234,8
493,42,150,50
494,42,173,32
495,42,180,44
496,42,40,23
497,42,177,24
498,42,147,36
499,42,77,44
500,42,112,1
501,42,22,29
502,42,199,17
503,42,72,47
504,42,67,21
505,42,227,9
506,43,170,3
507,43,65,5
508,43,227,7
509,43,168,43
510,43,241,31
511,43,95,8
512,43,86,45
513,43,53,34
514,43,244,29
515,43,72,20
516,43,255,3
517,43,23,44
518,44,8,27
519,44,105,6
520,44,229,26
521,44,123,47
522,44,54,42
523,44,250,12
524,44,15,8
525,44,47,21
526,44,17,49
527,45,131,15
528,45,54,4
529,45,273,48
530,45,255,2
531,45,251,29
532,45,164,20
533,45,202,9
534,45,183,40
535,45,37,42
536,45,166,36
537,45,229,7
538,45,17,1
539,45,264,5
540,45,120,8
541,45,126,1
542,45,162,26
543,45,203,18
544,45,115,22
545,45,99,34
546,45,101,15
547,46,265,48
548,46,29,24
549,46,230,27
550,46,105,42
551,46,102,16
552,46,257,47
553,46,54,38
554,46,47,14
555,46,220,6
556,46,170,47
557,46,272,5
558,46,277,37
559,46,229,1
560,46,278,5
561,46,74,4
562,46,41,49
563,46,210,50
564,46,139,4
565,46,17,38
566,46,75,24
567,47,193,41
568,47,189,39
569,47,91,31
570,47,80,33
571,47,23,4
572,47,147,36
573,47,198,39
574,48,80,44
575,48,192,36
576,48,147,2
577,48,248,5
578,48,19,34
579,48,53,50
580,48,25,22
581,48,63,50
582,49,116,20
583,49,80,12
584,49,15,29
585,49,240,50
586,49,177,14
587,49,30,22
588,49,31,21
589,49,280,40
590,49,114,12
591,49,241,29
592,49,158,4
593,49,6,34
594,49,88,35
595,49,83,13
596,49,90,45
597,49,70,23
598,49,119,27
599,49,221,50
600,49,246,11
601,50,205,41
602,50,175,49
603,50,170,7
604,50,78,1
605,50,80,35
606,50,82,33
607,51,113,38
608,51,15,13
609,51,164,43
610,52,209,50
611,52,91,22
612,52,105,41
613,52,155,44
614,52,227,14
615,52,158,44
616,52,259,23
617,52,102,1
618,52,279,9
619,52,46,47
620,52,110,5
621,52,262,10
622,52,270,40
623,52,222,14
624,52,204,32
625,52,243,6
626,52,164,6
627,53,100,15
628,53,113,27
629,53,57,13
630,53,243,43
631,53,15,45
632,53,47,44
633,53,70,36
634,53,224,5
635,53,51,25
636,53,2,11
637,53,136,4
638,53,96,39
639,53,133,49
640,53,17,39
641,53,150,14
642,53,277,27
643,53,207,42
644,53,254,4
645,53,245,27
646,53,269,27
647,54,226,39
648,54,100,36
649,54,57,22
650,54,277,39
651,54,268,40
652,54,105,15
653,54,185,37
654,54,273,8
655,54,202,18
656,54,51,12
657,54,230,13
658,54,234,28
659,54,222,4
660,54,116,46
661,54,239,15
662,54,231,43
663,55,57,26
664,55,51,11
665,55,277,24
666,56,177,41
667,56,57,41
668,56,235,42
669,56,277,16
670,56,51,13
671,56,134,23
672,56,261,5
673,56,75,49
674,56,34,46
675,57,139,36
676,57,110,34
677,57,97,34
678,57,189,32
679,57,184,32
680,57,82,29
681,57,240,1
682,57,88,16
683,57,46,23
684,57,12,35
685,57,234,41
686,57,167,47
687,57,204,18
688,57,203,38
689,57,269,7
690,57,212,36
691,57,76,32
692,57,79,27
693,57,160,19
694,57,270,47
695,58,12,17
696,58,71,7
697,58,104,42
698,58,18,45
699,58,167,14
700,58,270,23
701,59,12,9
702,59,270,7
703,59,167,11
704,60,194,32
705,60,217,32
706,60,241,9
707,60,218,4
708,60,100,36
709,60,12,31
710,60,68,8
711,60,270,6
712,60,35,6
713,60,54,38
714,60,89,26
715,60,167,18
716,61,125,1
717,61,118,33
718,61,148,44
719,61,159,47
720,61,21,10
721,61,225,45
722,61,178,45
723,61,252,17
724,61,149,45
725,61,34,33
726,61,194,2
727,61,184,49
728,61,78,4
729,61,56,50
730,61,65,19
731,61,256,22
732,61,75,8
733,61,195,31
734,62,242,8
735,62,272,41
736,62,57,24
737,62,178,21
738,62,216,19
739,62,156,29
740,62,27,13
741,62,128,38
742,62,98,50
743,62,259,19
744,62,167,48
745,62,50,46
746,62,200,13
747,62,210,10
748,62,150,30
749,62,91,46
750,63,276,23
751,63,97,45
752,63,180,16
753,63,98,34
754,63,29,12
755,63,50,10
756,63,178,44
757,63,240,26
758,64,88,35
759,64,16,20
760,64,99,5
761,64,93,1
762,64,105,47
763,64,169,46
764,64,136,29
765,64,249,43
766,64,178,20
767,65,280,29
768,65,17,23
769,65,108,3
770,65,247,31
771,65,140,19
772,65,114,19
773,65,177,32
774,65,134,13
775,65,142,39
776,65,129,43
777,65,157,5
778,65,24,3
779,65,28,37
780,65,146,46
781,66,12,40
782,66,22,43
783,66,116,32
784,66,90,4
785,66,129,48
786,66,114,34
787,66,70,25
788,67,131,46
789,67,129,46
790,67,230,5
791,67,114,18
792,68,29,31
793,68,227,43
794,68,135,25
795,68,14,35
796,68,156,44
797,68,60,35
798,68,71,24
799,68,224,4
800,68,129,17
801,68,153,17
802,68,114,10
803,68,37,35
804,68,228,9
805,69,271,14
806,69,258,30
807,69,198,41
808,69,157,15
809,69,48,38
810,69,41,2
811,70,153,12
812,70,211,28
813,70,274,34
814,70,18,24
815,70,258,23
816,70,41,4
817,70,138,47
818,70,96,13
819,70,159,14
820,70,49,9
821,70,163,48
822,70,167,33
823,70,209,36
824,70,271,18
825,70,134,4
826,70,272,20
827,70,144,18
828,71,92,48
829,71,234,42
830,71,118,19
831,71,216,29
832,71,138,39
833,71,259,14
834,71,46,14
835,71,219,22
836,71,201,19
837,71,258,17
838,71,91,48
839,71,8,15
840,71,101,40
841,71,147,33
842,72,260,33
843,72,154,4
844,72,258,15
845,72,86,36
846,72,138,3
847,72,193,43
848,72,201,46
849,72,91,35
850,72,186,10
851,72,230,24
852,72,175,42
853,72,148,19
854,72,35,21
855,72,89,37
856,72,215,20
857,72,98,3
858,72,22,1
859,72,277,4
860,72,19,44
861,72,27,32
862,73,93,2
863,73,138,20
864,73,215,46
865,73,276,15
866,73,91,6
867,73,146,42
868,73,248,43
869,73,92,22
870,73,189,23
871,73,51,23
872,73,267,38
873,73,222,33
874,73,124,22
875,73,157,4
876,73,212,43
877,73,271,17
878,73,278,11
879,73,258,1
880,74,106,24
881,74,146,36
882,74,258,3
883,74,76,1
884,74,256,14
885,74,38,47
886,74,179,1
887,74,22,10
888,74,138,14
889,74,91,2
890,74,116,35
891,74,280,9
892,74,263,20
893,74,162,20
894,75,202,8
895,75,161,47
896,75,231,39
897,75,209,20
898,75,137,47
899,75,227,41
900,75,79,34
901,75,86,28
902,75,112,34
903,75,104,12
904,75,102,6
905,75,145,12
906,75,103,23
907,75,26,47
908,75,257,48
909,75,14,47
910,75,252,38
911,75,179,22
912,75,131,49
913,75,151,24
914,76,256,10
915,76,254,27
916,76,151,44
917,76,46,19
918,76,218,48
919,76,175,28
920,76,144,39
921,76,194,13
922,76,265,47
923,76,100,49
924,76,235,17
925,77,58,41
926,77,204,31
927,77,93,21
928,77,217,16
929,77,151,19
930,77,136,19
931,78,181,1
932,78,115,39
933,78,157,9
934,78,62,13
935,78,148,17
936,78,215,38
937,78,51,2
938,78,192,16
939,78,151,12
940,79,143,13
941,79,176,3
942,79,233,41
943,79,62,40
944,79,206,48
945,79,91,36
946,79,169,11
947,79,138,40
948,79,147,11
949,79,3,22
950,79,242,6
951,80,88,8
952,80,142,17
953,80,214,34
954,80,266,37
955,80,251,49
956,80,235,35
957,80,36,14
958,80,131,34
959,80,19,28
960,80,261,6
961,80,172,49
962,80,150,38
963,80,3,10
964,80,241,4
965,80,140,10
966,80,252,48
967,80,94,25
968,80,243,16
969,80,143,43
970,80,153,11
971,81,3,50
972,81,174,45
973,81,61,29
974,81,217,21
975,81,66,48
976,81,203,27
977,81,258,38
978,81,199,8
979,81,215,14
980,81,143,28
981,82,229,33
982,82,203,38
983,82,263,14
984,82,269,27
985,82,100,43
986,82,85,30
987,82,101,16
988,82,165,39
989,82,99,24
990,82,143,39
991,82,153,13
992,82,219,31
993,82,160,21
994,82,191,43
995,82,159,42
996,82,129,46
997,82,207,16
998,82,37,20
999,82,3,24
1000,83,208,50
1001,83,115,8
1002,84,247,22
1003,84,21,11
1004,84,237,46
1005,84,163,14
1006,84,115,31
1007,84,166,5
1008,84,14,46
1009,84,58,10
1010,84,208,36
1011,85,21,12
1012,85,208,16
1013,85,174,41
1014,85,259,7
1015,85,226,1
1016,85,49,10
1017,85,39,36
1018,85,207,9
1019,85,268,28
1020,85,238,16
1021,85,112,8
1022,85,185,43
1023,85,267,8
1024,85,115,11
1025,85,246,13
1026,86,8,26
1027,86,137,14
1028,86,18,32
1029,86,83,24
1030,86,280,7
1031,86,208,8
1032,86,84,40
1033,86,103,49
1034,86,271,40
1035,86,165,26
1036,86,26,10
1037,86,218,32
1038,86,56,6
1039,86,270,5
1040,87,23,39
1041,87,261,45
1042,87,45,33
1043,87,247,46
1044,87,18,45
1045,87,174,18
1046,87,215,38
1047,87,225,31
1048,87,177,3
1049,87,140,21
1050,87,180,48
1051,87,241,25
1052,87,218,40
1053,87,72,16
1054,87,223,46
1055,87,208,49
1056,87,146,13
1057,88,208,49
1058,88,205,3
1059,88,280,43
1060,88,127,23
1061,88,238,21
1062,88,259,17
1063,88,59,15
1064,88,218,26
1065,88,185,44
1066,88,88,41
1067,88,135,35
1068,88,112,5
1069,88,15,18
1070,89,194,46
1071,89,59,27
1072,89,106,12
1073,89,147,21
1074,89,51,41
1075,90,252,48
1076,90,51,42
1077,90,209,16
1078,90,204,21
1079,90,92,45
1080,90,257,30
1081,90,147,32
1082,90,230,21
1083,91,163,6
1084,91,12,21
1085,91,183,32
1086,91,24,36
1087,91,73,21
1088,91,51,36
1089,91,191,22
1090,91,9,32
1091,91,143,47
1092,91,225,46
1093,91,147,28
1094,91,194,8
1095,92,211,40
1096,92,264,17
1097,92,246,23
1098,92,255,41
1099,92,147,39
1100,92,78,30
1101,92,230,46
1102,92,25,46
1103,92,117,19
1104,92,277,38
1105,92,206,20
1106,92,51,45
1107,93,243,44
1108,93,43,34
1109,93,144,21
1110,93,150,40
1111,93,31,21
1112,93,82,29
1113,93,195,50
1114,93,9,3
1115,93,5,7
1116,94,85,1
1117,94,254,40
1118,94,96,5
1119,94,260,20
1120,94,14,24
1121,94,205,31
1122,94,40,9
1123,94,195,46
1124,94,174,30
1125,94,45,8
1126,94,129,32
1127,94,128,45
1128,94,43,39
1129,94,233,12
1130,94,5,37
1131,94,54,39
1132,94,134,41
1133,94,84,11
1134,94,21,11
1135,94,98,23
1136,95,118,43
1137,95,270,13
1138,95,67,12
1139,95,125,50
1140,95,17,43
1141,95,94,42
1142,95,128,25
1143,95,216,29
1144,95,143,31
1145,95,69,45
1146,95,242,11
1147,95,212,44
1148,95,83,18
1149,95,27,50
1150,95,15,41
1151,95,253,30
1152,95,65,19
1153,95,80,21
1154,96,2,40
1155,96,175,23
1156,96,122,26
1157,96,135,6
1158,96,125,47
1159,96,254,36
1160,96,253,4
1161,96,188,2
1162,96,183,24
1163,96,41,12
1164,96,54,14
1165,96,79,45
1166,96,37,16
1167,96,152,28
1168,97,123,43
1169,97,258,36
1170,97,271,19
1171,97,199,48
1172,97,231,32
1173,97,85,33
1174,97,100,18
1175,97,82,13
1176,97,18,4
1177,97,117,22
1178,97,25,29
1179,97,112,34
1180,97,149,16
1181,98,117,7
1182,98,120,44
1183,99,94,22
1184,99,29,48
1185,99,225,12
1186,99,92,32
1187,99,99,39
1188,99,263,5
1189,99,200,33
1190,99,82,30
1191,99,117,6
1192,99,279,46
1193,99,89,23
1194,99,223,39
1195,99,151,10
1196,99,88,46
1197,99,111,19
1198,100,53,41
1199,100,254,11
1200,100,10,25
1201,100,280,5
1202,100,3,17
1203,100,274,31
1204,100,34,46
1205,100,78,14
1206,100,234,14
1207,100,277,9
1208,100,266,24
1209,100,17,49
1210,100,135,24
1211,100,240,6
1212,100,154,6
1213,100,21,27
1214,101,274,14
1215,101,254,17
1216,101,240,10
1217,101,112,6
1218,102,254,24
1219,102,211,19
1220,102,124,46
1221,102,274,5
1222,102,121,44
1223,102,18,11
1224,102,240,18
1225,102,188,15
1226,103,151,22
1227,103,245,28
1228,103,50,14
1229,103,46,29
1230,103,80,35
1231,103,274,39
1232,103,66,3
1233,103,48,47
1234,103,240,3
1235,103,95,19
1236,103,254,20
1237,104,150,43
1238,104,11,39
1239,104,167,29
1240,104,163,41
1241,104,81,5
1242,104,246,19
1243,104,66,48
1244,105,167,5
1245,105,265,39
1246,105,232,33
1247,105,241,23
1248,105,11,19
1249,105,118,14
1250,105,180,40
1251,105,153,36
1252,105,279,43
1253,105,222,34
1254,105,155,23
1255,106,269,19
1256,106,202,48
1257,106,103,17
1258,106,58,44
1259,106,48,41
1260,106,172,21
1261,106,115,48
1262,106,177,26
1263,106,230,12
1264,106,142,42
1265,106,258,11
1266,106,279,29
1267,106,255,50
1268,106,14,42
1269,107,79,40
1270,107,279,24
1271,107,255,35
1272,108,263,38
1273,108,74,1
1274,108,215,38
1275,108,193,34
1276,108,130,40
1277,108,90,47
1278,108,259,43
1279,108,53,20
1280,108,54,1
1281,108,191,19
1282,109,212,33
1283,109,86,39
1284,109,95,46
1285,109,77,8
1286,109,100,13
1287,109,84,14
1288,109,32,29
1289,109,146,2
1290,109,4,45
1291,109,191,30
1292,109,179,38
1293,109,159,4
1294,109,54,18
1295,109,196,25
1296,109,226,14
1297,109,188,20
1298,110,46,29
1299,110,107,33
1300,110,212,22
1301,110,278,14
1302,110,109,27
1303,110,103,15
1304,110,218,3
1305,110,199,37
1306,110,96,17
1307,110,82,25
1308,110,86,17
1309,110,268,31
1310,110,88,43
1311,110,214,23
1312,110,83,8
1313,110,263,35
1314,110,180,6
1315,111,222,30
1316,111,103,2
1317,111,214,22
1318,111,86,5
1319,111,209,24
1320,112,7,22
1321,112,272,15
1322,112,116,49
1323,112,215,21
1324,112,198,43
1325,112,86,14
1326,112,25,17
1327,112,103,7
1328,112,266,11
1329,112,223,40
1330,112,214,28
1331,113,263,48
1332,113,100,14
1333,113,85,39
1334,113,181,48
1335,113,206,17
1336,113,86,43
1337,113,213,1
1338,113,95,10
1339,113,103,1
1340,113,174,46
1341,113,45,49
1342,113,148,35
1343,113,180,28
1344,113,230,11
1345,113,161,17
1346,113,65,13
1347,113,163,29
1348,113,262,32
1349,113,214,20
1350,114,32,25
1351,114,56,28
1352,115,137,30
1353,115,166,39
1354,115,238,8
1355,115,32,19
1356,115,74,35
1357,116,202,38
1358,116,32,25
1359,116,41,24
1360,116,71,28
1361,117,82,25
1362,117,32,13
1363,118,220,22
1364,118,184,19
1365,118,104,42
1366,118,236,29
1367,118,4,2
1368,118,212,5
1369,118,140,45
1370,118,129,12
1371,118,278,39
1372,118,222,10
1373,118,10,29
1374,118,126,5
1375,118,35,22
1376,118,29,49
1377,118,260,4
1378,118,165,27
1379,118,83,41
1380,118,209,12
1381,119,72,47
1382,119,194,46
1383,119,156,2
1384,119,260,12
1385,119,114,15
1386,120,253,39
1387,120,260,23
1388,121,260,3
1389,121,1,50
1390,122,179,33
1391,122,242,44
1392,122,46,10
1393,122,138,20
1394,122,96,39
1395,122,127,24
1396,122,146,45
1397,122,51,29
1398,122,107,2
1399,122,37,28
1400,122,151,9
1401,122,211,37
1402,122,78,38
1403,122,57,4
1404,122,6,11
1405,122,230,22
1406,122,259,25
1407,122,229,28
1408,123,251,41
1409,123,179,22
1410,123,145,2
1411,123,80,40
1412,123,153,6
1413,123,149,42
1414,123,250,10
1415,123,233,36
1416,123,184,30
1417,123,181,14
1418,123,86,38
1419,123,64,34
1420,123,258,33
1421,123,43,37
1422,123,188,39
1423,123,174,2
1424,124,175,38
1425,124,190,31
1426,124,38,38
1427,124,5,30
1428,124,108,13
1429,124,276,13
1430,124,183,39
1431,124,179,21
1432,125,258,10
1433,125,102,32
1434,125,59,39
1435,125,179,18
1436,125,268,14
1437,125,245,35
1438,125,85,24
1439,125,84,10
1440,125,181,30
1441,125,11,47
1442,125,25,29
1443,125,132,27
1444,125,151,44
1445,125,14,37
1446,126,201,28
1447,126,108,36
1448,126,89,17
1449,126,17,3
1450,126,182,36
1451,126,48,20
1452,126,217,3
1453,126,266,30
1454,126,102,34
1455,126,275,14
1456,126,153,36
1457,126,244,25
1458,126,190,36
1459,126,19,8
1460,126,178,42
1461,126,258,46
1462,127,119,25
1463,127,208,18
1464,127,153,34
1465,127,132,11
1466,127,258,43
1467,127,27,47
1468,127,121,45
1469,127,89,3
1470,128,258,12
1471,128,153,17
1472,128,134,48
1473,128,115,27
1474,128,89,12
1475,128,248,4
1476,128,10,27
1477,129,258,16
1478,129,161,15
1479,129,4,36
1480,129,153,13
1481,129,125,36
1482,129,197,24
1483,129,186,41
1484,129,117,22
1485,129,89,35
1486,129,138,2
1487,129,229,15
1488,129,171,16
1489,129,150,16
1490,129,34,43
1491,129,123,6
1492,129,278,46
1493,129,222,7
1494,129,112,40
1495,129,53,19
1496,129,141,11
1497,130,63,1
1498,130,177,30
1499,130,260,15
1500,130,196,46
1501,130,68,21
1502,130,176,28
1503,130,203,30
1504,131,177,49
1505,131,102,30
1506,131,24,46
1507,131,252,32
1508,131,147,30
1509,131,37,11
1510,131,52,28
1511,131,63,5
1512,131,260,47
1513,131,20,48
1514,131,82,9
1515,131,171,49
1516,131,273,4
1517,131,181,23
1518,131,277,23
1519,131,145,34
1520,131,56,29
1521,132,73,2
1522,132,177,29
1523,132,280,41
1524,132,181,41
1525,132,260,42
1526,132,63,30
1527,133,245,4
1528,133,201,31
1529,133,253,21
1530,133,123,36
1531,133,44,23
1532,133,277,4
1533,133,36,40
1534,133,163,14
1535,133,193,9
1536,133,115,22
1537,133,91,33
1538,133,66,32
1539,133,118,22
1540,133,68,19
1541,133,45,22
1542,133,54,46
1543,133,1,1
1544,133,140,37
1545,133,18,34
1546,133,208,46
1547,134,16,34
1548,134,121,31
1549,134,262,42
1550,134,49,31
1551,134,242,7
1552,134,28,5
1553,134,85,7
1554,134,266,37
1555,134,263,31
1556,134,157,23
1557,134,126,23
1558,134,217,35
1559,134,188,31
1560,134,163,24
1561,134,32,33
1562,134,141,46
1563,134,277,18
1564,134,63,2
1565,134,51,22
1566,134,272,15
1567,135,47,9
1568,135,211,23
1569,136,46,1
1570,136,47,23
1571,136,136,2
1572,136,79,10
1573,136,171,50
1574,136,115,33
1575,136,163,29
1576,136,211,19
1577,136,124,20
1578,137,180,20
1579,137,17,13
1580,137,112,43
1581,137,46,37
1582,137,211,48
1583,137,271,42
1584,137,63,35
1585,137,26,28
1586,137,232,20
1587,137,162,4
1588,137,241,6
1589,137,47,32
1590,137,255,4
1591,137,150,33
1592,137,88,9
1593,137,14,46
1594,137,78,29
1595,137,242,4
1596,138,211,27
1597,138,46,22
1598,138,47,45
1599,138,22,4
1600,138,71,34
1601,138,206,9
1602,138,126,44
1603,138,225,15
1604,138,169,23
1605,138,236,48
1606,138,74,25
1607,139,45,41
1608,139,84,14
1609,139,50,5
1610,139,225,34
1611,139,9,2
1612,139,27,2
1613,139,105,42
1614,139,68,35
1615,139,204,4
1616,139,276,13
1617,139,130,39
1618,139,217,20
1619,139,55,4
1620,139,49,30
1621,140,102,24
1622,140,161,23
1623,140,36,20
1624,140,214,10
1625,140,45,26
1626,140,35,7
1627,140,200,47
1628,140,134,44
1629,140,93,17
1630,140,142,6
1631,140,144,21
1632,141,143,40
1633,141,34,47
1634,141,61,33
1635,141,159,20
1636,141,278,15
1637,141,155,31
1638,141,168,42
1639,141,157,2
1640,141,3,12
1641,141,69,31
1642,141,151,34
1643,141,229,21
1644,141,88,10
1645,141,147,8
1646,142,10,48
1647,142,184,20
1648,142,25,39
1649,142,155,35
1650,142,140,41
1651,142,202,10
1652,142,74,32
1653,142,147,4
1654,142,34,30
1655,142,113,16
1656,142,237,11
1657,142,175,42
1658,142,191,31
1659,142,97,17
1660,142,263,30
1661,142,134,45
